Fecha de facturacion,SKU,Unidades facturadas,Precio unitario en pesos argentinos,Categoria,Monto facturado
2024-11-12,HJ1087,15,9992.73,Tijeras de Podar,149890.95
2024-11-17,HJ1052,89,4435.54,Tijeras de Podar,394763.06
2024-11-13,HJ1112,26,3651.62,Rastrillos,94942.12
2024-11-19,HJ1165,13,9673.49,Pulverizadores,125755.37
2024-11-19,HJ1183,89,1183.98,Pulverizadores,105374.22
2024-11-12,HJ1181,40,4205.86,Pulverizadores,168234.4
2024-11-21,HJ1141,40,9714.06,Rastrillos,388562.4
2024-11-13,HJ1131,33,7916.59,Rastrillos,261247.47
2024-11-12,HJ1170,46,9463.51,Pulverizadores,435321.46
2024-11-12,HJ1083,1,6475.29,Tijeras de Podar,6475.29
2024-11-12,HJ1190,4,4256.05,Pulverizadores,17024.2
2024-11-12,HJ1084,31,5590.19,Tijeras de Podar,173295.89
2024-11-08,HJ1144,42,2084.73,Rastrillos,87558.66
2024-11-19,HJ1192,31,5848.7,Pulverizadores,181309.7
2024-11-26,HJ1087,10,9992.73,Tijeras de Podar,99927.3
2024-11-16,HJ1196,30,8564.84,Pulverizadores,256945.2
2024-11-24,HJ1066,73,8166.1,Tijeras de Podar,596125.3
2024-11-06,HJ1058,57,2381.44,Tijeras de Podar,135742.08
2024-11-17,HJ1121,9,3850.73,Rastrillos,34656.57
2024-11-21,HJ1107,11,9920.31,Rastrillos,109123.41
2024-11-10,HJ1084,23,5590.19,Tijeras de Podar,128574.37
2024-11-03,HJ1082,39,8510.19,Tijeras de Podar,331897.41
2024-11-21,HJ1044,54,7010.96,Palas,378591.84
2024-11-10,HJ1131,19,7916.59,Rastrillos,150415.21
2024-11-17,HJ1154,65,8804.4,Pulverizadores,572286.0
2024-11-17,HJ1176,29,3219.39,Pulverizadores,93362.31
2024-11-12,HJ1076,42,6844.75,Tijeras de Podar,287479.5
2024-11-08,HJ1154,3,8804.4,Pulverizadores,26413.2
2024-11-17,HJ1011,28,3220.32,Palas,90168.96
2024-11-13,HJ1172,1,2109.55,Pulverizadores,2109.55
2024-11-12,HJ1109,15,8462.18,Rastrillos,126932.7
2024-11-15,HJ1186,1,10888.56,Pulverizadores,10888.56
2024-11-15,HJ1172,32,2109.55,Pulverizadores,67505.6
2024-11-23,HJ1034,10,2500.08,Palas,25000.8
2024-11-10,HJ1099,18,10597.03,Tijeras de Podar,190746.54
2024-11-08,HJ1071,2,5189.07,Tijeras de Podar,10378.14
2024-11-23,HJ1176,3,3219.39,Pulverizadores,9658.17
2024-11-18,HJ1020,47,6086.55,Palas,286067.85
2024-11-17,HJ1030,21,4973.31,Palas,104439.51
2024-11-22,HJ1127,2,5021.08,Rastrillos,10042.16
2024-11-06,HJ1112,64,3651.62,Rastrillos,233703.68
2024-11-10,HJ1090,14,2622.38,Tijeras de Podar,36713.32
2024-11-11,HJ1030,74,4973.31,Palas,368024.94
2024-11-17,HJ1048,61,6797.55,Palas,414650.55
2024-11-14,HJ1005,27,10480.54,Palas,282974.58
2024-11-16,HJ1107,20,9920.31,Rastrillos,198406.2
2024-11-14,HJ1138,4,6611.05,Rastrillos,26444.2
2024-11-09,HJ1006,38,7840.81,Palas,297950.78
2024-11-13,HJ1089,2,5164.1,Tijeras de Podar,10328.2
2024-11-12,HJ1070,45,4972.94,Tijeras de Podar,223782.3
2024-11-07,HJ1045,73,5461.97,Palas,398723.81
2024-11-21,HJ1189,58,6510.18,Pulverizadores,377590.44
2024-11-22,HJ1155,65,4985.35,Pulverizadores,324047.75
2024-11-05,HJ1190,11,4256.05,Pulverizadores,46816.55
2024-11-05,HJ1076,67,6844.75,Tijeras de Podar,458598.25
2024-11-08,HJ1063,19,6605.54,Tijeras de Podar,125505.26
2024-11-15,HJ1138,40,6611.05,Rastrillos,264442.0
2024-11-13,HJ1083,64,6475.29,Tijeras de Podar,414418.56
2024-11-21,HJ1034,26,2500.08,Palas,65002.08
2024-11-19,HJ1039,9,2330.93,Palas,20978.37
2024-11-18,HJ1046,11,10249.4,Palas,112743.4
2024-11-24,HJ1190,31,4256.05,Pulverizadores,131937.55
2024-11-26,HJ1139,1,9422.96,Rastrillos,9422.96
2024-11-09,HJ1130,18,2204.44,Rastrillos,39679.92
2024-11-13,HJ1155,5,4985.35,Pulverizadores,24926.75
2024-11-20,HJ1155,4,4985.35,Pulverizadores,19941.4
2024-11-19,HJ1172,11,2109.55,Pulverizadores,23205.05
2024-11-11,HJ1083,15,6475.29,Tijeras de Podar,97129.35
2024-11-25,HJ1071,80,5189.07,Tijeras de Podar,415125.6
2024-11-22,HJ1156,2,1961.6,Pulverizadores,3923.2
2024-11-10,HJ1153,47,7175.29,Pulverizadores,337238.63
2024-11-10,HJ1054,40,6297.48,Tijeras de Podar,251899.2
2024-11-21,HJ1075,11,6850.06,Tijeras de Podar,75350.66
2024-11-09,HJ1155,1,4985.35,Pulverizadores,4985.35
2024-11-23,HJ1089,50,5164.1,Tijeras de Podar,258205.0
2024-11-24,HJ1183,38,1183.98,Pulverizadores,44991.24
2024-11-07,HJ1030,50,4973.31,Palas,248665.5
2024-11-13,HJ1130,12,2204.44,Rastrillos,26453.28
2024-11-12,HJ1165,11,9673.49,Pulverizadores,106408.39
2024-11-11,HJ1167,73,6339.08,Pulverizadores,462752.84
2024-11-08,HJ1013,34,9652.53,Palas,328186.02
2024-11-08,HJ1020,39,6086.55,Palas,237375.45
2024-11-04,HJ1070,38,4972.94,Tijeras de Podar,188971.72
2024-11-08,HJ1034,32,2500.08,Palas,80002.56
2024-11-12,HJ1054,39,6297.48,Tijeras de Podar,245601.72
2024-11-15,HJ1133,7,10706.43,Rastrillos,74945.01
2024-11-26,HJ1045,20,5461.97,Palas,109239.4
2024-11-19,HJ1145,21,1427.34,Rastrillos,29974.14
2024-11-08,HJ1132,53,1964.22,Rastrillos,104103.66
2024-11-20,HJ1134,9,5399.84,Rastrillos,48598.56
2024-11-24,HJ1155,8,4985.35,Pulverizadores,39882.8
2024-11-19,HJ1132,46,1964.22,Rastrillos,90354.12
2024-11-14,HJ1005,29,10480.54,Palas,303935.66
2024-11-05,HJ1134,8,5399.84,Rastrillos,43198.72
2024-11-21,HJ1186,6,10888.56,Pulverizadores,65331.36
2024-11-14,HJ1154,21,8804.4,Pulverizadores,184892.4
2024-11-08,HJ1052,21,4435.54,Tijeras de Podar,93146.34
2024-11-12,HJ1039,60,2330.93,Palas,139855.8
2024-11-17,HJ1190,2,4256.05,Pulverizadores,8512.1
2024-11-07,HJ1100,27,6303.43,Rastrillos,170192.61
2024-11-23,HJ1087,66,9992.73,Tijeras de Podar,659520.18
2024-11-13,HJ1072,20,2765.87,Tijeras de Podar,55317.4
2024-11-09,HJ1172,63,2109.55,Pulverizadores,132901.65
2024-11-19,HJ1016,1,7410.7,Palas,7410.7
2024-11-26,HJ1020,17,6086.55,Palas,103471.35
2024-11-13,HJ1174,29,9991.04,Pulverizadores,289740.16
2024-11-15,HJ1174,58,9991.04,Pulverizadores,579480.32
2024-11-16,HJ1112,16,3651.62,Rastrillos,58425.92
2024-11-14,HJ1196,13,8564.84,Pulverizadores,111342.92
2024-11-16,HJ1054,6,6297.48,Tijeras de Podar,37784.88
2024-11-23,HJ1020,41,6086.55,Palas,249548.55
2024-11-23,HJ1044,2,7010.96,Palas,14021.92
2024-11-24,HJ1143,25,8665.0,Rastrillos,216625.0
2024-11-18,HJ1190,47,4256.05,Pulverizadores,200034.35
2024-11-08,HJ1191,5,2071.37,Pulverizadores,10356.85
2024-11-20,HJ1151,16,10837.65,Pulverizadores,173402.4
2024-11-21,HJ1052,40,4435.54,Tijeras de Podar,177421.6
2024-11-24,HJ1098,13,1268.96,Tijeras de Podar,16496.48
2024-11-13,HJ1013,23,9652.53,Palas,222008.19
2024-11-11,HJ1122,2,2993.4,Rastrillos,5986.8
2024-11-24,HJ1054,19,6297.48,Tijeras de Podar,119652.12
2024-11-07,HJ1025,47,4007.94,Palas,188373.18
2024-11-05,HJ1143,20,8665.0,Rastrillos,173300.0
2024-11-08,HJ1149,38,9651.63,Rastrillos,366761.94
2024-11-07,HJ1093,81,4580.16,Tijeras de Podar,370992.96
2024-11-11,HJ1122,42,2993.4,Rastrillos,125722.8
2024-11-08,HJ1070,7,4972.94,Tijeras de Podar,34810.58
2024-11-06,HJ1081,11,9364.69,Tijeras de Podar,103011.59
2024-11-03,HJ1039,2,2330.93,Palas,4661.86
2024-11-24,HJ1084,79,5590.19,Tijeras de Podar,441625.01
2024-11-28,HJ1189,32,6510.18,Pulverizadores,208325.76
2024-11-17,HJ1070,54,4972.94,Tijeras de Podar,268538.76
2024-11-12,HJ1153,10,7175.29,Pulverizadores,71752.9
2024-11-10,HJ1130,2,2204.44,Rastrillos,4408.88
2024-11-11,HJ1063,12,6605.54,Tijeras de Podar,79266.48
2024-11-28,HJ1169,77,6793.69,Pulverizadores,523114.13
2024-11-27,HJ1151,32,10837.65,Pulverizadores,346804.8
2024-11-16,HJ1134,13,5399.84,Rastrillos,70197.92
2024-11-14,HJ1061,73,10688.34,Tijeras de Podar,780248.82
2024-11-22,HJ1176,20,3219.39,Pulverizadores,64387.8
2024-11-13,HJ1122,14,2993.4,Rastrillos,41907.6
2024-11-16,HJ1121,6,3850.73,Rastrillos,23104.38
2024-11-10,HJ1076,9,6844.75,Tijeras de Podar,61602.75
2024-11-17,HJ1023,25,10555.43,Palas,263885.75
2024-11-05,HJ1196,34,8564.84,Pulverizadores,291204.56
2024-11-06,HJ1108,8,4822.01,Rastrillos,38576.08
2024-11-16,HJ1081,9,9364.69,Tijeras de Podar,84282.21
2024-11-16,HJ1113,28,3701.81,Rastrillos,103650.68
2024-11-13,HJ1045,5,5461.97,Palas,27309.85
2024-11-08,HJ1045,5,5461.97,Palas,27309.85
2024-11-14,HJ1156,1,1961.6,Pulverizadores,1961.6
2024-11-16,HJ1013,13,9652.53,Palas,125482.89
2024-11-22,HJ1035,78,8314.49,Palas,648530.22
2024-11-12,HJ1127,41,5021.08,Rastrillos,205864.28
2024-11-11,HJ1176,91,3219.39,Pulverizadores,292964.49
2024-11-27,HJ1109,25,8462.18,Rastrillos,211554.5
2024-11-16,HJ1075,10,6850.06,Tijeras de Podar,68500.6
2024-11-20,HJ1160,40,3473.11,Pulverizadores,138924.4
2024-11-18,HJ1075,78,6850.06,Tijeras de Podar,534304.68
2024-11-24,HJ1014,41,4522.07,Palas,185404.87
2024-11-17,HJ1005,40,10480.54,Palas,419221.6
2024-11-24,HJ1020,10,6086.55,Palas,60865.5
2024-11-12,HJ1029,1,2556.25,Palas,2556.25
2024-11-06,HJ1076,53,6844.75,Tijeras de Podar,362771.75
2024-11-19,HJ1108,52,4822.01,Rastrillos,250744.52
2024-11-15,HJ1090,16,2622.38,Tijeras de Podar,41958.08
2024-11-16,HJ1141,5,9714.06,Rastrillos,48570.3
2024-11-08,HJ1074,6,6686.84,Tijeras de Podar,40121.04
2024-11-17,HJ1044,37,7010.96,Palas,259405.52
2024-11-08,HJ1072,2,2765.87,Tijeras de Podar,5531.74
2024-11-10,HJ1044,23,7010.96,Palas,161252.08
2024-11-19,HJ1149,10,9651.63,Rastrillos,96516.3
2024-11-07,HJ1081,15,9364.69,Tijeras de Podar,140470.35
2024-11-15,HJ1176,33,3219.39,Pulverizadores,106239.87
2024-11-27,HJ1030,3,4973.31,Palas,14919.93
2024-11-09,HJ1006,11,7840.81,Palas,86248.91
2024-11-12,HJ1071,46,5189.07,Tijeras de Podar,238697.22
2024-11-18,HJ1138,23,6611.05,Rastrillos,152054.15
2024-11-22,HJ1138,11,6611.05,Rastrillos,72721.55
2024-11-11,HJ1109,38,8462.18,Rastrillos,321562.84
2024-11-25,HJ1014,52,4522.07,Palas,235147.64
2024-11-18,HJ1016,43,7410.7,Palas,318660.1
2024-11-11,HJ1186,33,10888.56,Pulverizadores,359322.48
2024-11-08,HJ1144,42,2084.73,Rastrillos,87558.66
2024-11-15,HJ1155,19,4985.35,Pulverizadores,94721.65
2024-11-20,HJ1153,10,7175.29,Pulverizadores,71752.9
2024-11-15,HJ1093,18,4580.16,Tijeras de Podar,82442.88
2024-11-05,HJ1097,4,4417.7,Tijeras de Podar,17670.8
2024-11-18,HJ1113,14,3701.81,Rastrillos,51825.34
2024-11-21,HJ1045,49,5461.97,Palas,267636.53
2024-11-16,HJ1089,44,5164.1,Tijeras de Podar,227220.4
2024-11-13,HJ1165,1,9673.49,Pulverizadores,9673.49
2024-11-09,HJ1186,26,10888.56,Pulverizadores,283102.56
2024-11-11,HJ1144,36,2084.73,Rastrillos,75050.28
2024-11-06,HJ1151,41,10837.65,Pulverizadores,444343.65
2024-11-18,HJ1058,2,2381.44,Tijeras de Podar,4762.88
2024-11-22,HJ1023,13,10555.43,Palas,137220.59
2024-11-13,HJ1065,11,6688.34,Tijeras de Podar,73571.74
2024-11-18,HJ1054,4,6297.48,Tijeras de Podar,25189.92
2024-11-24,HJ1131,7,7916.59,Rastrillos,55416.13
2024-11-23,HJ1107,42,9920.31,Rastrillos,416653.02
2024-11-22,HJ1025,8,4007.94,Palas,32063.52
2024-11-21,HJ1020,1,6086.55,Palas,6086.55
2024-11-12,HJ1090,23,2622.38,Tijeras de Podar,60314.74
2024-11-06,HJ1127,30,5021.08,Rastrillos,150632.4
2024-11-07,HJ1181,26,4205.86,Pulverizadores,109352.36
2024-11-24,HJ1061,5,10688.34,Tijeras de Podar,53441.7
2024-11-12,HJ1167,74,6339.08,Pulverizadores,469091.92
2024-11-15,HJ1029,54,2556.25,Palas,138037.5
2024-11-09,HJ1029,10,2556.25,Palas,25562.5
2024-11-10,HJ1075,66,6850.06,Tijeras de Podar,452103.96
2024-11-16,HJ1087,34,9992.73,Tijeras de Podar,339752.82
2024-11-14,HJ1098,26,1268.96,Tijeras de Podar,32992.96
2024-11-16,HJ1192,28,5848.7,Pulverizadores,163763.6
2024-11-17,HJ1143,7,8665.0,Rastrillos,60655.0
2024-11-27,HJ1025,77,4007.94,Palas,308611.38
2024-11-12,HJ1165,57,9673.49,Pulverizadores,551388.93
2024-11-08,HJ1151,8,10837.65,Pulverizadores,86701.2
2024-11-06,HJ1192,79,5848.7,Pulverizadores,462047.3
2024-11-18,HJ1025,3,4007.94,Palas,12023.82
2024-11-16,HJ1151,29,10837.65,Pulverizadores,314291.85
2024-11-13,HJ1084,15,5590.19,Tijeras de Podar,83852.85
2024-11-13,HJ1034,7,2500.08,Palas,17500.56
2024-11-09,HJ1065,5,6688.34,Tijeras de Podar,33441.7
2024-11-10,HJ1045,1,5461.97,Palas,5461.97
2024-11-04,HJ1183,49,1183.98,Pulverizadores,58015.02
2024-11-22,HJ1052,1,4435.54,Tijeras de Podar,4435.54
2024-11-14,HJ1039,4,2330.93,Palas,9323.72
2024-11-24,HJ1143,6,8665.0,Rastrillos,51990.0
2024-11-06,HJ1121,6,3850.73,Rastrillos,23104.38
2024-11-24,HJ1103,44,7570.99,Rastrillos,333123.56
2024-11-07,HJ1130,2,2204.44,Rastrillos,4408.88
2024-11-22,HJ1035,22,8314.49,Palas,182918.78
2024-11-14,HJ1133,7,10706.43,Rastrillos,74945.01
2024-11-13,HJ1191,17,2071.37,Pulverizadores,35213.29
2024-11-15,HJ1124,79,1613.41,Rastrillos,127459.39
2024-11-12,HJ1023,5,10555.43,Palas,52777.15
2024-11-15,HJ1149,22,9651.63,Rastrillos,212335.86
2024-11-08,HJ1097,68,4417.7,Tijeras de Podar,300403.6
2024-11-24,HJ1195,9,6487.17,Pulverizadores,58384.53
2024-11-17,HJ1139,12,9422.96,Rastrillos,113075.52
2024-11-20,HJ1029,4,2556.25,Palas,10225.0
2024-11-20,HJ1046,2,10249.4,Palas,20498.8
2024-11-16,HJ1156,13,1961.6,Pulverizadores,25500.8
2024-11-11,HJ1034,13,2500.08,Palas,32501.04
2024-11-22,HJ1041,37,3217.55,Palas,119049.35
2024-11-10,HJ1016,22,7410.7,Palas,163035.4
2024-11-13,HJ1098,1,1268.96,Tijeras de Podar,1268.96
2024-11-22,HJ1138,62,6611.05,Rastrillos,409885.1
2024-11-16,HJ1191,32,2071.37,Pulverizadores,66283.84
2024-11-11,HJ1191,16,2071.37,Pulverizadores,33141.92
2024-11-05,HJ1098,12,1268.96,Tijeras de Podar,15227.52
2024-11-10,HJ1176,19,3219.39,Pulverizadores,61168.41
2024-11-22,HJ1100,59,6303.43,Rastrillos,371902.37
2024-11-07,HJ1151,21,10837.65,Pulverizadores,227590.65
2024-11-14,HJ1014,35,4522.07,Palas,158272.45
2024-11-10,HJ1097,52,4417.7,Tijeras de Podar,229720.4
2024-11-19,HJ1029,5,2556.25,Palas,12781.25
2024-11-17,HJ1020,32,6086.55,Palas,194769.6
2024-11-27,HJ1014,13,4522.07,Palas,58786.91
2024-11-22,HJ1139,13,9422.96,Rastrillos,122498.48
2024-11-17,HJ1183,8,1183.98,Pulverizadores,9471.84
2024-11-24,HJ1103,42,7570.99,Rastrillos,317981.58
2024-11-14,HJ1151,3,10837.65,Pulverizadores,32512.95
2024-11-10,HJ1181,4,4205.86,Pulverizadores,16823.44
2024-11-21,HJ1156,14,1961.6,Pulverizadores,27462.4
2024-11-23,HJ1058,57,2381.44,Tijeras de Podar,135742.08
2024-11-08,HJ1081,2,9364.69,Tijeras de Podar,18729.38
2024-11-07,HJ1122,51,2993.4,Rastrillos,152663.4
2024-11-24,HJ1085,6,9428.16,Tijeras de Podar,56568.96
2024-11-13,HJ1176,15,3219.39,Pulverizadores,48290.85
2024-11-06,HJ1035,22,8314.49,Palas,182918.78
2024-11-09,HJ1122,5,2993.4,Rastrillos,14967.0
2024-11-24,HJ1011,11,3220.32,Palas,35423.52
2024-11-22,HJ1195,9,6487.17,Pulverizadores,58384.53
2024-11-15,HJ1189,7,6510.18,Pulverizadores,45571.26
2024-11-16,HJ1140,19,4064.12,Rastrillos,77218.28
2024-11-02,HJ1149,32,9651.63,Rastrillos,308852.16
2024-11-16,HJ1029,6,2556.25,Palas,15337.5
2024-11-23,HJ1134,70,5399.84,Rastrillos,377988.8
2024-11-10,HJ1174,27,9991.04,Pulverizadores,269758.08
2024-11-25,HJ1089,5,5164.1,Tijeras de Podar,25820.5
2024-11-16,HJ1082,15,8510.19,Tijeras de Podar,127652.85
2024-11-26,HJ1138,7,6611.05,Rastrillos,46277.35
2024-11-19,HJ1063,11,6605.54,Tijeras de Podar,72660.94
2024-11-22,HJ1010,8,3407.02,Palas,27256.16
2024-11-08,HJ1133,26,10706.43,Rastrillos,278367.18
2024-11-06,HJ1133,50,10706.43,Rastrillos,535321.5
2024-11-18,HJ1070,25,4972.94,Tijeras de Podar,124323.5
2024-11-14,HJ1044,3,7010.96,Palas,21032.88
2024-11-11,HJ1124,2,1613.41,Rastrillos,3226.82
2024-11-16,HJ1045,21,5461.97,Palas,114701.37
2024-11-08,HJ1097,25,4417.7,Tijeras de Podar,110442.5
2024-11-16,HJ1061,18,10688.34,Tijeras de Podar,192390.12
2024-11-20,HJ1093,56,4580.16,Tijeras de Podar,256488.96
2024-11-07,HJ1041,2,3217.55,Palas,6435.1
2024-11-11,HJ1181,1,4205.86,Pulverizadores,4205.86
2024-11-20,HJ1190,36,4256.05,Pulverizadores,153217.8
2024-11-19,HJ1165,36,9673.49,Pulverizadores,348245.64
2024-11-13,HJ1072,55,2765.87,Tijeras de Podar,152122.85
2024-11-08,HJ1034,6,2500.08,Palas,15000.48
2024-11-10,HJ1100,21,6303.43,Rastrillos,132372.03
2024-11-22,HJ1177,21,9324.43,Pulverizadores,195813.03
2024-11-12,HJ1183,9,1183.98,Pulverizadores,10655.82
2024-11-11,HJ1030,60,4973.31,Palas,298398.6
2024-11-13,HJ1197,29,4326.79,Pulverizadores,125476.91
2024-11-08,HJ1039,75,2330.93,Palas,174819.75
2024-11-09,HJ1191,8,2071.37,Pulverizadores,16570.96
2024-11-19,HJ1192,24,5848.7,Pulverizadores,140368.8
2024-11-14,HJ1013,33,9652.53,Palas,318533.49
2024-11-06,HJ1189,15,6510.18,Pulverizadores,97652.7
2024-11-09,HJ1006,17,7840.81,Palas,133293.77
2024-11-26,HJ1139,2,9422.96,Rastrillos,18845.92
2024-11-17,HJ1197,19,4326.79,Pulverizadores,82209.01
2024-11-14,HJ1083,14,6475.29,Tijeras de Podar,90654.06
2024-11-07,HJ1112,2,3651.62,Rastrillos,7303.24
2024-11-20,HJ1093,12,4580.16,Tijeras de Podar,54961.92
2024-11-25,HJ1145,10,1427.34,Rastrillos,14273.4
2024-11-12,HJ1071,83,5189.07,Tijeras de Podar,430692.81
2024-11-15,HJ1023,13,10555.43,Palas,137220.59
2024-11-21,HJ1098,41,1268.96,Tijeras de Podar,52027.36
2024-11-05,HJ1006,16,7840.81,Palas,125452.96
2024-11-23,HJ1140,13,4064.12,Rastrillos,52833.56
2024-11-11,HJ1093,13,4580.16,Tijeras de Podar,59542.08
2024-11-20,HJ1107,14,9920.31,Rastrillos,138884.34
2024-11-23,HJ1023,58,10555.43,Palas,612214.94
2024-11-25,HJ1132,24,1964.22,Rastrillos,47141.28
2024-11-20,HJ1044,13,7010.96,Palas,91142.48
2024-11-24,HJ1046,8,10249.4,Palas,81995.2
2024-11-15,HJ1174,37,9991.04,Pulverizadores,369668.48
2024-11-23,HJ1177,70,9324.43,Pulverizadores,652710.1
2024-11-14,HJ1196,41,8564.84,Pulverizadores,351158.44
2024-11-25,HJ1112,4,3651.62,Rastrillos,14606.48
2024-11-11,HJ1131,6,7916.59,Rastrillos,47499.54
2024-11-20,HJ1005,16,10480.54,Palas,167688.64
2024-11-23,HJ1087,74,9992.73,Tijeras de Podar,739462.02
2024-11-17,HJ1030,17,4973.31,Palas,84546.27
2024-11-17,HJ1083,31,6475.29,Tijeras de Podar,200733.99
2024-11-10,HJ1190,86,4256.05,Pulverizadores,366020.3
2024-11-08,HJ1084,24,5590.19,Tijeras de Podar,134164.56
2024-11-25,HJ1039,64,2330.93,Palas,149179.52
2024-11-06,HJ1082,94,8510.19,Tijeras de Podar,799957.86
2024-11-20,HJ1103,10,7570.99,Rastrillos,75709.9
2024-11-20,HJ1081,39,9364.69,Tijeras de Podar,365222.91
2024-11-21,HJ1097,60,4417.7,Tijeras de Podar,265062.0
2024-11-18,HJ1191,17,2071.37,Pulverizadores,35213.29
2024-11-14,HJ1075,12,6850.06,Tijeras de Podar,82200.72
2024-11-09,HJ1196,16,8564.84,Pulverizadores,137037.44
2024-11-11,HJ1183,1,1183.98,Pulverizadores,1183.98
2024-11-23,HJ1112,15,3651.62,Rastrillos,54774.3
2024-11-14,HJ1108,23,4822.01,Rastrillos,110906.23
2024-11-23,HJ1134,63,5399.84,Rastrillos,340189.92
2024-11-19,HJ1195,38,6487.17,Pulverizadores,246512.46
2024-11-28,HJ1183,64,1183.98,Pulverizadores,75774.72
2024-11-26,HJ1082,55,8510.19,Tijeras de Podar,468060.45
2024-11-24,HJ1089,12,5164.1,Tijeras de Podar,61969.2
2024-11-23,HJ1155,36,4985.35,Pulverizadores,179472.6
2024-11-04,HJ1010,2,3407.02,Palas,6814.04
2024-11-08,HJ1172,19,2109.55,Pulverizadores,40081.45
2024-11-23,HJ1085,5,9428.16,Tijeras de Podar,47140.8
2024-11-14,HJ1020,33,6086.55,Palas,200856.15
2024-11-14,HJ1153,65,7175.29,Pulverizadores,466393.85
2024-11-06,HJ1100,6,6303.43,Rastrillos,37820.58
2024-11-22,HJ1186,4,10888.56,Pulverizadores,43554.24
2024-11-13,HJ1174,21,9991.04,Pulverizadores,209811.84
2024-11-10,HJ1084,14,5590.19,Tijeras de Podar,78262.66
2024-11-10,HJ1082,26,8510.19,Tijeras de Podar,221264.94
2024-11-15,HJ1075,30,6850.06,Tijeras de Podar,205501.8
2024-11-23,HJ1195,62,6487.17,Pulverizadores,402204.54
2024-11-05,HJ1174,21,9991.04,Pulverizadores,209811.84
2024-11-14,HJ1035,32,8314.49,Palas,266063.68
2024-11-15,HJ1169,13,6793.69,Pulverizadores,88317.97
2024-11-23,HJ1133,21,10706.43,Rastrillos,224835.03
2024-11-03,HJ1189,31,6510.18,Pulverizadores,201815.58
2024-11-05,HJ1066,4,8166.1,Tijeras de Podar,32664.4
2024-11-05,HJ1025,15,4007.94,Palas,60119.1
2024-11-08,HJ1082,25,8510.19,Tijeras de Podar,212754.75
2024-11-27,HJ1133,19,10706.43,Rastrillos,203422.17
2024-11-08,HJ1160,25,3473.11,Pulverizadores,86827.75
2024-11-15,HJ1151,55,10837.65,Pulverizadores,596070.75
2024-11-09,HJ1133,51,10706.43,Rastrillos,546027.93
2024-11-12,HJ1063,17,6605.54,Tijeras de Podar,112294.18
2024-11-21,HJ1127,3,5021.08,Rastrillos,15063.24
2024-11-07,HJ1195,49,6487.17,Pulverizadores,317871.33
2024-11-26,HJ1005,73,10480.54,Palas,765079.42
2024-11-10,HJ1104,7,5476.93,Rastrillos,38338.51
2024-11-17,HJ1140,3,4064.12,Rastrillos,12192.36
2024-11-11,HJ1174,8,9991.04,Pulverizadores,79928.32
2024-11-15,HJ1135,26,1844.89,Rastrillos,47967.14
2024-11-17,HJ1176,45,3219.39,Pulverizadores,144872.55
2024-11-19,HJ1035,69,8314.49,Palas,573699.81
2024-11-02,HJ1010,33,3407.02,Palas,112431.66
2024-11-16,HJ1090,14,2622.38,Tijeras de Podar,36713.32
2024-11-20,HJ1010,16,3407.02,Palas,54512.32
2024-11-15,HJ1073,33,5817.36,Tijeras de Podar,191972.88
2024-11-15,HJ1084,1,5590.19,Tijeras de Podar,5590.19
2024-11-02,HJ1153,43,7175.29,Pulverizadores,308537.47
2024-11-22,HJ1065,2,6688.34,Tijeras de Podar,13376.68
2024-11-05,HJ1140,30,4064.12,Rastrillos,121923.6
2024-11-19,HJ1107,59,9920.31,Rastrillos,585298.29
2024-11-08,HJ1107,36,9920.31,Rastrillos,357131.16
2024-11-17,HJ1072,65,2765.87,Tijeras de Podar,179781.55
2024-11-12,HJ1149,47,9651.63,Rastrillos,453626.61
2024-11-10,HJ1121,22,3850.73,Rastrillos,84716.06
2024-11-06,HJ1029,14,2556.25,Palas,35787.5
2024-11-13,HJ1071,51,5189.07,Tijeras de Podar,264642.57
2024-11-04,HJ1151,1,10837.65,Pulverizadores,10837.65
2024-11-14,HJ1165,10,9673.49,Pulverizadores,96734.9
2024-11-12,HJ1063,18,6605.54,Tijeras de Podar,118899.72
2024-11-19,HJ1041,9,3217.55,Palas,28957.95
2024-11-06,HJ1100,28,6303.43,Rastrillos,176496.04
2024-11-16,HJ1073,11,5817.36,Tijeras de Podar,63990.96
2024-11-12,HJ1097,3,4417.7,Tijeras de Podar,13253.1
2024-11-21,HJ1023,2,10555.43,Palas,21110.86
2024-11-19,HJ1058,9,2381.44,Tijeras de Podar,21432.96
2024-11-21,HJ1052,8,4435.54,Tijeras de Podar,35484.32
2024-11-06,HJ1196,19,8564.84,Pulverizadores,162731.96
2024-11-24,HJ1191,71,2071.37,Pulverizadores,147067.27
2024-11-23,HJ1131,49,7916.59,Rastrillos,387912.91
2024-11-19,HJ1005,8,10480.54,Palas,83844.32
2024-11-23,HJ1072,7,2765.87,Tijeras de Podar,19361.09
2024-11-12,HJ1045,19,5461.97,Palas,103777.43
2024-11-12,HJ1170,16,9463.51,Pulverizadores,151416.16
2024-11-15,HJ1145,52,1427.34,Rastrillos,74221.68
2024-11-06,HJ1192,13,5848.7,Pulverizadores,76033.1
2024-11-16,HJ1197,17,4326.79,Pulverizadores,73555.43
2024-11-07,HJ1074,64,6686.84,Tijeras de Podar,427957.76
2024-11-18,HJ1073,8,5817.36,Tijeras de Podar,46538.88
2024-11-13,HJ1155,12,4985.35,Pulverizadores,59824.2
2024-11-08,HJ1145,39,1427.34,Rastrillos,55666.26
